source_medium	campaignName	campaignKeyword	deviceType_standard	day_of_week	campaignContent	nb_conversions	nb_visits	conversion_rate
none	not_set	что подарить маме на 8 марта	Mobile	Вторник	not_set	5	22	22.73
none	not_set	что подарить жене на 8 марта	Mobile	Среда	not_set	5	61	8.2
none	not_set	(adwords) xn----8sbggdekmzvejcmfh8a7s.xn--p1ai	Mobile	Четверг	not_set	0	46	0
googleads.g.doubleclick.net/campaigns	not_set	not_set	not_set	Суббота	not_set	606	3667	16.53
none	not_set	подарки на 8 марта спб	not_set	not_set	not_set	18	38	47.37
none	not_set	подарок воспитателю на 8 марта	not_set	not_set	not_set	8	23	34.78
yandex/cpc	not_set	подарок для подруги	not_set	not_set	not_set	22	96	22.92
none	not_set	(adwords) www.a-piter.ru	not_set	not_set	not_set	14	42	33.33
none	adwords	not_set	Mobile	Четверг	not_set	27	209	12.92
none	33196823.8_marta_mo_poisk	not_set	Mobile	Суббота	not_set	191	642	29.75
yandex/cpc	32559838.bukety_poisk	not_set	Desktop	Среда	not_set	15	36	41.67
yandex/cpc	33205640.podarki_zhenshchinam_mo_poisk	not_set	Desktop	Воскресенье	not_set	8	22	36.36
yandex.ru/organic	not_set	not_set	Mobile	Четверг	none	15	30	50
com.google.android.googlequicksearchbox/organic	not_set	not_set	Mobile	Пятница	none	28	85	32.94
www.confael.ru/referral	not_set	not_set	Desktop	Суббота	not_set	376	247	152.23
yandex/cpc	not_set	подарки на 8 марта купить в спб	not_set	Суббота	not_set	23	51	45.1
yandex/cpc	not_set	что можно подарить девочкам на 8 марта	not_set	Суббота	not_set	5	21	23.81
none	not_set	подарочные корзины на 8 марта	not_set	Среда	not_set	21	41	51.22
none	not_set	not_set	not_set	Вторник	fabrika	71	135	52.59
none	not_set	not_set	not_set	Вторник	naidete	639	2020	31.63
tpc.googlesyndication.com/referral	not_set	none	Mobile	Суббота	not_set	19	78	24.36
googleads.g.doubleclick.net/campaigns	not_set	(adwords) ladyelena.ru	Mobile	Четверг	not_set	1	26	3.85
none	not_set	подарки к 8 марта сотрудницам	not_set	not_set	not_set	42	64	65.62
confaelshop.ru/direct entry	not_set	none	not_set	not_set	not_set	850	1661	51.17
googleads.g.doubleclick.net/referral	none	not_set	not_set	Суббота	not_set	16	126	12.7
none	adwords	not_set	not_set	Понедельник	not_set	195	801	24.34
none	33196823.8_marta_mo_poisk	not_set	Mobile	Вторник	not_set	119	499	23.85
none	not_set	not_set	Tablet	Понедельник	naidete	36	91	39.56
none	not_set	not_set	Desktop	Пятница	naidete	44	130	33.85
none	not_set	not_set	Tablet	Воскресенье	not_set	349	741	47.1
yandex/cpc	not_set	что подарить девушке на 8 марта	not_set	Среда	not_set	42	177	23.73
none	not_set	шоколадный танк	not_set	Четверг	not_set	70	71	98.59
yandex/cpc	not_set	что подарить маме на 8 марта	Desktop	Среда	not_set	25	94	26.6
none	not_set	что подарить девушке на 8 марта	Desktop	Воскресенье	not_set	23	72	31.94
127.0.0.1/referral	not_set	not_set	not_set	Суббота	none	0	24	0
yandex/cpc	not_set	конфаэль конфеты официальный	not_set	not_set	not_set	32	22	145.45
none	not_set	(adwords) nyaskory.ru	not_set	not_set	not_set	27	116	23.28
none	not_set	что подарить дочери на 8 марта	not_set	not_set	not_set	9	52	17.31
yandex/cpc	not_set	подарок бабушке на 8 марта	not_set	not_set	not_set	10	28	35.71
google/cpc	none	not_set	not_set	Среда	not_set	24	62	38.71
none	adwords	not_set	Tablet	Воскресенье	not_set	38	187	20.32
none/direct entry	none	not_set	Tablet	Среда	not_set	12	36	33.33
www.google.kz/organic	not_set	not_set	not_set	Четверг	not_set	34	346	9.83
yandex/cpc	not_set	not_set	Desktop	Суббота	fabrika	112	271	41.33
yandex/cpc	not_set	not_set	Tablet	Пятница	fabrika	16	25	64
none	not_set	not_set	Tablet	Четверг	none	93	351	26.5
none	not_set	конфаэль	not_set	Воскресенье	not_set	107	46	232.61
googleads.g.doubleclick.net/campaigns	not_set	(adwords) sekreti-domovodstva.ru	not_set	Четверг	not_set	3	25	12
none	not_set	что подарить девушке на 8 марта	Mobile	Воскресенье	not_set	9	31	29.03
none	not_set	подарки девочкам на 8 марта	Mobile	Суббота	not_set	5	22	22.73
none	not_set	интернет магазин сладостей	not_set	not_set	not_set	7	32	21.88
www.google.ru/organic	not_set	not_set	Tablet	Суббота	not_set	70	145	48.28
yandex/cpc	not_set	not_set	Mobile	Пятница	not_set	178	530	33.58
none	not_set	not_set	Desktop	Четверг	not_set	811	1988	40.79
none	adwords (text)	not_set	not_set	Вторник	not_set	54	399	13.53
none	32564661.bukety_set	not_set	Desktop	Воскресенье	not_set	8	39	20.51
none	not_set	not_set	not_set	Воскресенье	naidete	839	2245	37.37
none	not_set	not_set	not_set	Суббота	internet_magazin	17	40	42.5
yandex/cpc	not_set	not_set	not_set	Суббота	banner_8_mar	63	72	87.5
www.google.kz/organic	not_set	not_set	Desktop	Суббота	none	28	190	14.74
im/newsletter	march_return_money_ac_2018	not_set	not_set	not_set	not_set	110	83	132.53
yandex/cpc	not_set	подарить девушке	not_set	Суббота	not_set	18	87	20.69
none	not_set	подарочные наборы на 8 марта	not_set	Понедельник	not_set	30	52	57.69
none	not_set	not_set	Mobile	Воскресенье	not_set	1578	4260	37.04
www.google.ru/organic	none	not_set	not_set	Суббота	not_set	938	2340	40.09
googleads.g.doubleclick.net/campaigns	adwords (text)	not_set	Mobile	Пятница	not_set	37	474	7.81
none/direct entry	none	not_set	Desktop	Суббота	not_set	84	133	63.16
none	not_set	(adwords) polza-vred.su	not_set	not_set	not_set	7	26	26.92
none	not_set	not_set	not_set	Суббота	ruchnoj_raboty	88	49	179.59
www.google.kz/organic	not_set	not_set	Desktop	Среда	none	5	22	22.73
yandex/cpc	not_set	подарки женщинам на 8 марта	Mobile	Суббота	not_set	20	61	32.79
none	not_set	конфаэль	Desktop	Воскресенье	not_set	49	23	213.04
yandex/cpc	not_set	идеи подарков на 8 марта	not_set	not_set	not_set	14	60	23.33
googleads.g.doubleclick.net/campaigns	not_set	(adwords) giftpic.ru	not_set	not_set	not_set	29	200	14.5
none	not_set	конфаэль интернет магазин	not_set	not_set	not_set	82	42	195.24
googleads.g.doubleclick.net/campaigns	not_set	(adwords) today-job.ru	not_set	not_set	not_set	3	21	14.29
none	not_set	(adwords) 4damki.ru	not_set	Суббота	not_set	1	22	4.55
vk/cpc	not_set	for_woman_7_days	not_set	Суббота	not_set	17	29	58.62
confaelshop.ru/direct entry	not_set	none	not_set	Четверг	not_set	126	356	35.39
yandex/cpc	not_set	что подарить девочке на 8 марта	not_set	Суббота	not_set	24	102	23.53
none	33205640.podarki_zhenshchinam_mo_poisk	not_set	Desktop	Четверг	not_set	32	126	25.4
yandex/cpc	not_set	что подарить девочке на 8 марта	Mobile	Суббота	not_set	9	48	18.75
none	not_set	подарки девочкам на 8 марта	Desktop	Воскресенье	not_set	11	26	42.31
google/cpc	not_set	not_set	Mobile	Среда	not_set	47	238	19.75
yandex/cpc	not_set	not_set	Other	Суббота	not_set	40	111	36.04
yandex/cpc	32559838.bukety_poisk	not_set	not_set	Четверг	not_set	34	105	32.38
yandex/cpc	33197691.8_marta_mo_set	not_set	not_set	not_set	not_set	199	347	57.35
yandex/cpc	not_set	шоколадные открытки	not_set	not_set	not_set	39	27	144.44
googleads.g.doubleclick.net/campaigns	not_set	(adwords) www.krupskaya-shop.ru	not_set	not_set	not_set	13	41	31.71
none	not_set	подарить девушке	not_set	not_set	not_set	119	537	22.16
googleads.g.doubleclick.net/referral	not_set	none	not_set	not_set	not_set	25	219	11.42
www.confael.ru/referral	not_set	not_set	not_set	Пятница	none	218	175	124.57
yandex/cpc	not_set	что можно подарить маме	not_set	Суббота	not_set	6	31	19.35
googleads.g.doubleclick.net/campaigns	not_set	(adwords) page365.ru	not_set	Суббота	not_set	5	33	15.15
none	not_set	(adwords) www.davno.ru	not_set	Среда	not_set	8	70	11.43
none	not_set	(adwords) bestgif.su	not_set	Среда	not_set	3	32	9.38
none	not_set	not_set	Mobile	Понедельник	podarki_dlya_detej	48	39	123.08
im/newsletter	not_set	main_banner	Desktop	Суббота	not_set	38	27	140.74
yandex/cpc	33205642.podarki_zhenshchinam_rf_poisk	not_set	not_set	Пятница	not_set	11	74	14.86
yandex/cpc	32725047.bukety_mo_poisk	not_set	Mobile	Четверг	not_set	12	40	30
yandex/cpc	33197318.8_marta_rf_poisk	not_set	Tablet	Среда	not_set	10	31	32.26
none	promokod10	not_set	not_set	not_set	not_set	45	30	150
www.google.com/organic	not_set	not_set	not_set	Пятница	none	43	102	42.16
googleads.g.doubleclick.net/campaigns	not_set	not_set	Mobile	Четверг	not_set	157	2001	7.85
yandex/cpc	not_set	подарок на 8 марта девушке	not_set	not_set	not_set	49	173	28.32
yandex/cpc	not_set	шоколадные инструменты	not_set	not_set	not_set	90	103	87.38
none	not_set	подарок на 8 марта заказать	not_set	not_set	not_set	28	55	50.91
yandex/cpc	not_set	подарок учителю на 8 марта	not_set	Суббота	not_set	21	46	45.65
yandex/cpc	not_set	подарок для бабушки	not_set	Суббота	not_set	2	22	9.09
none	not_set	что подарить жене на 8 марта	not_set	Понедельник	not_set	10	54	18.52
none	32564661.bukety_set	not_set	not_set	Среда	not_set	14	31	45.16
none	32564661.bukety_set	not_set	not_set	Воскресенье	not_set	10	52	19.23
none	33196823.8_marta_mo_poisk	not_set	not_set	Воскресенье	not_set	542	1263	42.91
none	none	not_set	Desktop	Четверг	not_set	347	625	55.52
googleads.g.doubleclick.net/campaigns	adwords (text_image)	not_set	not_set	not_set	not_set	4	31	12.9
none/direct entry	not_set	none	Tablet	Среда	not_set	12	36	33.33
www.confael.ru/referral	not_set	none	Mobile	Суббота	not_set	291	231	125.97
yandex/cpc	not_set	подарки на 8 марта купить в спб	Desktop	Суббота	not_set	19	35	54.29
yandex/cpc	not_set	что подарить учителю на 8 марта	Desktop	Суббота	not_set	16	28	57.14
none	not_set	(adwords) lifehacker.ru	not_set	not_set	not_set	14	36	38.89
www.yandex.ru/organic	not_set	not_set	Mobile	Суббота	none	23	30	76.67
none	not_set	not_set	not_set	Четверг	podarki_dlya_detej	64	52	123.08
none	not_set	not_set	not_set	Воскресенье	shoko_podarki	40	90	44.44
yandex/cpc	not_set	not_set	not_set	Среда	shoko_podarki	37	77	48.05
none	not_set	подарить девушке	not_set	Четверг	not_set	17	83	20.48
yandex/cpc	not_set	что можно подарить маме на 8 марта	not_set	Среда	not_set	8	36	22.22
none	not_set	подарки на 8 марта купить	not_set	Суббота	not_set	35	56	62.5
googleads.g.doubleclick.net/campaigns	not_set	(adwords) xn----8sbokfktgqcjmg0dp.xn--p1ai	not_set	Четверг	not_set	2	27	7.41
none	32372870.zhenschiny_spb_poisk	not_set	not_set	Воскресенье	not_set	4	25	16
none	adwords (text)	not_set	Tablet	Вторник	not_set	5	28	17.86
none	33197318.8_marta_rf_poisk	not_set	Mobile	Четверг	not_set	53	334	15.87
yandex/cpc	33197318.8_marta_rf_poisk	not_set	not_set	not_set	not_set	693	3101	22.35
none	32559838.bukety_poisk	not_set	not_set	not_set	not_set	219	497	44.06
away.vk.com/referral	not_set	not_set	Desktop	Суббота	not_set	14	23	60.87
none	not_set	подарок жене 8 марту	not_set	not_set	not_set	40	167	23.95
googleads.g.doubleclick.net/campaigns	not_set	not_set	Desktop	Четверг	not_set	87	475	18.32
none	not_set	none	Desktop	Суббота	not_set	875	1020	85.78
com.google.android.googlequicksearchbox/organic	not_set	none	Mobile	Четверг	not_set	84	441	19.05
none	not_set	not_set	not_set	Вторник	podarki_dlya_detej	102	59	172.88
none	not_set	что подарить девочке на 8 марта	not_set	Воскресенье	not_set	15	39	38.46
googleads.g.doubleclick.net/campaigns	not_set	(adwords) darlike.ru	not_set	Суббота	not_set	6	33	18.18
googleads.g.doubleclick.net/campaigns	not_set	(adwords) darlike.ru	not_set	Четверг	not_set	29	476	6.09
none	not_set	подарки на 8 марта	not_set	Вторник	not_set	60	155	38.71
yandex/cpc	not_set	not_set	Mobile	Пятница	recept	8	80	10
googleads.g.doubleclick.net/campaigns	not_set	not_set	Tablet	Пятница	none	31	201	15.42
googleads.g.doubleclick.net/campaigns	not_set	not_set	Desktop	Суббота	none	213	1162	18.33
none	adwords	not_set	not_set	Воскресенье	not_set	225	916	24.56
yandex/cpc	32559838.bukety_poisk	not_set	not_set	Суббота	not_set	52	154	33.77
yandex/cpc	32469844.brendovie_rf_poisk	not_set	not_set	not_set	not_set	132	95	138.95
none	adwords (text)	not_set	Desktop	Воскресенье	not_set	19	152	12.5
yandex.ru/organic	none	not_set	Mobile	Четверг	not_set	15	30	50
com.google.android.googlequicksearchbox/organic	none	not_set	Mobile	Пятница	not_set	28	85	32.94
none	32725046.otkrytki_mo_poisk	not_set	not_set	not_set	not_set	45	33	136.36
none	not_set	необычные подарки на 8 марта	Desktop	Суббота	not_set	19	27	70.37
none	not_set	подарки на 8 марта купить	Desktop	Вторник	not_set	19	32	59.38
none/direct entry	not_set	none	Desktop	Четверг	not_set	31	58	53.45
google/cpc	not_set	none	Mobile	Пятница	not_set	2	30	6.67
none	not_set	подарок для мамы	Mobile	Среда	not_set	11	66	16.67
googleads.g.doubleclick.net/campaigns	not_set	not_set	Desktop	Пятница	not_set	84	423	19.86
none	not_set	подарки на 8 марта интернет магазин	not_set	not_set	not_set	16	30	53.33
yandex/cpc	not_set	none	not_set	not_set	not_set	59	116	50.86
none	not_set	недорогие подарки на 8 марта	not_set	Четверг	not_set	7	24	29.17
none	not_set	необычные подарки на 8 марта	not_set	Среда	not_set	25	62	40.32
yandex/cpc	33196823.8_marta_mo_poisk	not_set	Tablet	Среда	not_set	15	56	26.79
none	32559838.bukety_poisk	not_set	Desktop	Пятница	not_set	9	21	42.86
yandex/cpc	not_set	not_set	not_set	Суббота	naidete	1257	3666	34.29
yandex/cpc	not_set	not_set	not_set	Пятница	otkrytki_iz_shoko	10	23	43.48
googleads.g.doubleclick.net/campaigns	not_set	not_set	not_set	Пятница	none	180	1290	13.95
yandex/cpc	not_set	что купить на 8 марта девушки	not_set	not_set	not_set	5	26	19.23
none	not_set	конфеты на 8 марта	not_set	not_set	not_set	35	50	70
spb.confaelshop.ru/direct entry	none	not_set	not_set	not_set	not_set	10	21	47.62
none	32564661.bukety_set	not_set	not_set	Вторник	not_set	14	47	29.79
none	33416270.8_marta_rf_mkb	not_set	not_set	Понедельник	not_set	17	21	80.95
yandex/cpc	not_set	not_set	Desktop	Воскресенье	not_set	54	116	46.55
googleads.g.doubleclick.net/campaigns	not_set	not_set	Mobile	Пятница	not_set	63	653	9.65
googleads.g.doubleclick.net/referral	not_set	not_set	not_set	Суббота	none	16	126	12.7
yandex/cpc	not_set	not_set	not_set	Четверг	podarki_dlya_detej	68	61	111.48
none/direct entry	not_set	not_set	Tablet	Суббота	none	36	81	44.44
googleads.g.doubleclick.net/campaigns	not_set	not_set	Tablet	Среда	none	16	128	12.5
none	not_set	что подарить маме на 8 марта	not_set	Суббота	not_set	17	39	43.59
yandex/cpc	not_set	конфаэль	not_set	Четверг	not_set	38	32	118.75
googleads.g.doubleclick.net/campaigns	not_set	not_set	Other	Среда	none	0	26	0
googleads.g.doubleclick.net/campaigns	adwords (text)	not_set	Desktop	Пятница	not_set	16	201	7.96
none	none	not_set	Tablet	Четверг	not_set	61	143	42.66
yandex/cpc	32725024.medali__mo_poisk	not_set	not_set	not_set	not_set	14	23	60.87
none	not_set	подарки на 8 марта недорого и оригинально	not_set	not_set	not_set	14	45	31.11
none	not_set	сладкие подарки на 8 марта	not_set	not_set	not_set	55	68	80.88
yandex/cpc	not_set	лучший подарок для девушки	not_set	not_set	not_set	8	25	32
none	33205642.podarki_zhenshchinam_rf_poisk	not_set	not_set	Пятница	not_set	12	74	16.22
none	not_set	none	Tablet	Пятница	not_set	71	137	51.82
yandex/cpc	not_set	подарок для подруги	Desktop	Суббота	not_set	7	22	31.82
confaelshop.ru/direct entry	not_set	none	Desktop	Пятница	not_set	41	72	56.94
none	not_set	not_set	Desktop	Среда	not_set	1028	2198	46.77
google/cpc	not_set	not_set	not_set	Среда	none	55	267	20.6
none	not_set	что подарить учителю на 8 марта	not_set	Понедельник	not_set	10	30	33.33
yandex/cpc	not_set	что подарить маме от дочки	not_set	Среда	not_set	3	21	14.29
yandex/cpc	not_set	not_set	Other	Суббота	naidete	22	66	33.33
none	33205642.podarki_zhenshchinam_rf_poisk	not_set	Mobile	Понедельник	not_set	27	103	26.21
www.google.kz/organic	none	not_set	Desktop	Суббота	not_set	28	190	14.74
none	32725067.magaziny_mo_poisk	not_set	Desktop	Суббота	not_set	18	40	45
yandex/cpc	not_set	что оригинальное подарить на 8 марта	not_set	not_set	not_set	3	21	14.29
google/cpc	adwords	not_set	not_set	Среда	not_set	31	205	15.12
none	32725062.bukety_mo_set	not_set	not_set	not_set	not_set	18	69	26.09
confaelshop.ru/direct entry	not_set	not_set	Desktop	Суббота	not_set	239	336	71.13
yandex/cpc	not_set	подарок для мамы	Mobile	Среда	not_set	19	89	21.35
none	not_set	none	Tablet	Суббота	not_set	231	334	69.16
googleads.g.doubleclick.net/campaigns	not_set	(adwords) darlike.ru	Desktop	Четверг	not_set	1	38	2.63
none	not_set	что подарить коллегам на 8 марта недорогое	not_set	Вторник	not_set	11	31	35.48
yandex/cpc	not_set	подарок для жены	not_set	Суббота	not_set	11	35	31.43
googleads.g.doubleclick.net/campaigns	not_set	(adwords) ladyelena.ru	not_set	Четверг	not_set	1	28	3.57
yandex/cpc	not_set	not_set	Other	Среда	recept	8	21	38.1
yandex.ru/organic	not_set	not_set	Mobile	Среда	none	21	25	84
www.confael.ru/referral	not_set	not_set	Mobile	Среда	none	112	91	123.08
www.google.ru/organic	not_set	not_set	not_set	Суббота	none	938	2340	40.09
yandex/cpc	33205642.podarki_zhenshchinam_rf_poisk	not_set	Desktop	Суббота	not_set	39	182	21.43
www.google.kz/organic	none	not_set	Desktop	Среда	not_set	5	22	22.73
none	not_set	необычные подарки на 8 марта	not_set	not_set	not_set	130	308	42.21
none	not_set	подарок дочке на 8 марта	not_set	not_set	not_set	14	48	29.17
none	32372864.deti_poisk	not_set	not_set	not_set	not_set	15	65	23.08
127.0.0.1/referral	not_set	none	Mobile	Суббота	not_set	0	24	0
none	not_set	подарки на 8 марта коллегам	Mobile	Понедельник	not_set	6	21	28.57
yandex/cpc	33197691.8_marta_mo_set	not_set	not_set	Среда	not_set	56	120	46.67
yandex/cpc	none	not_set	not_set	Пятница	not_set	8	21	38.1
none	not_set	что купить на 8 марта	Mobile	Суббота	not_set	8	22	36.36
none	not_set	none	Tablet	Понедельник	not_set	161	202	79.7
confaelshop.ru/direct entry	not_set	none	Mobile	Суббота	not_set	194	422	45.97
yandex/cpc	not_set	подарок для мамы	Desktop	Среда	not_set	24	83	28.92
none	not_set	букет из конфет	not_set	Воскресенье	not_set	32	78	41.03
www.google.kz/organic	not_set	none	not_set	Среда	not_set	24	202	11.88
none	not_set	not_set	not_set	Четверг	fabrika	67	178	37.64
none	not_set	not_set	not_set	Четверг	naidete	357	1552	23
tpc.googlesyndication.com/referral	not_set	not_set	Mobile	Суббота	not_set	19	78	24.36
none	not_set	not_set	Tablet	Суббота	naidete	45	126	35.71
none	33205640.podarki_zhenshchinam_mo_poisk	not_set	Desktop	Пятница	not_set	7	35	20
googleads.g.doubleclick.net/campaigns	adwords (text)	not_set	Desktop	Среда	not_set	4	74	5.41
none	not_set	что подарить коллегам на работе 8 марта	not_set	not_set	not_set	59	171	34.5
none	not_set	фирменный кондитерский магазин	not_set	not_set	not_set	23	26	88.46
none	not_set	(adwords) today-job.ru	not_set	not_set	not_set	6	39	15.38
none	not_set	шоколадный танк	Desktop	Пятница	not_set	43	35	122.86
none	not_set	подарок для девушки	Desktop	Воскресенье	not_set	15	31	48.39
none	32559838.bukety_poisk	not_set	not_set	Четверг	not_set	26	79	32.91
googleads.g.doubleclick.net/campaigns	not_set	(adwords) 4damki.ru	not_set	Четверг	not_set	5	45	11.11
googleads.g.doubleclick.net/campaigns	not_set	(adwords) 4damki.ru	not_set	Суббота	not_set	3	37	8.11
none	not_set	not_set	not_set	Воскресенье	fabrika	94	196	47.96
confaelshop.ru/direct entry	not_set	not_set	Mobile	Среда	not_set	53	118	44.92
googleads.g.doubleclick.net/referral	not_set	not_set	Mobile	Пятница	not_set	3	22	13.64
none	adwords	not_set	Desktop	Четверг	not_set	52	174	29.89
yandex/cpc	32559838.bukety_poisk	not_set	Mobile	Среда	not_set	18	44	40.91
none	not_set	not_set	Tablet	Суббота	recept	29	80	36.25
yandex/cpc	not_set	что подарить женщине на 8 марта	not_set	not_set	not_set	13	47	27.66
yandex/cpc	32372870.zhenschiny_spb_poisk	not_set	not_set	not_set	not_set	18	118	15.25
none	32725044.tovarnaya_mo_set	not_set	not_set	Суббота	not_set	57	61	93.44
googleads.g.doubleclick.net/campaigns	not_set	(adwords) www.davno.ru	Mobile	Среда	not_set	7	62	11.29
none	not_set	подарок для девушки	not_set	Воскресенье	not_set	29	88	32.95
none	not_set	что подарить подруге на 8 марта	not_set	Воскресенье	not_set	11	26	42.31
none	not_set	кондитерский магазин	not_set	Суббота	not_set	5	22	22.73
yandex/cpc	not_set	что подарить подруге	not_set	Четверг	not_set	8	43	18.6
yandex/cpc	not_set	not_set	not_set	Среда	podarki_dlya_detej	73	45	162.22
googleads.g.doubleclick.net/campaigns	not_set	not_set	Tablet	Пятница	not_set	31	201	15.42
www.google.kz/organic	not_set	not_set	Desktop	Среда	not_set	5	22	22.73
yandex/cpc	not_set	not_set	Tablet	Среда	recept	9	44	20.45
yandex/cpc	not_set	подарки на 8 марта екатеринбург	not_set	not_set	not_set	13	28	46.43
yandex/cpc	33205642.podarki_zhenshchinam_rf_poisk	not_set	Desktop	Пятница	not_set	5	23	21.74
none	adwords	not_set	not_set	not_set	not_set	1176	5462	21.53
yandex/cpc	32372870.zhenschiny_spb_poisk	not_set	not_set	Четверг	not_set	2	23	8.7
yandex/cpc	32725044.tovarnaya_mo_set	not_set	not_set	Суббота	not_set	62	83	74.7
yandex/cpc	32505035.tovarnaya_rf_set	not_set	not_set	Пятница	not_set	20	26	76.92
none	33205640.podarki_zhenshchinam_mo_poisk	not_set	not_set	not_set	not_set	841	3094	27.18
yandex/cpc	32564661.bukety_set	not_set	not_set	not_set	not_set	94	283	33.22
googleads.g.doubleclick.net/campaigns	adwords (text,image)	not_set	not_set	not_set	not_set	3	57	5.26
yandex/cpc	not_set	подарки женщинам коллегам на 8 марта	not_set	Суббота	not_set	6	31	19.35
none	not_set	оригинальные подарки на 8 марта	not_set	Понедельник	not_set	7	24	29.17
none	not_set	необычные подарки на 8 марта	Desktop	Среда	not_set	18	36	50
yandex/cpc	not_set	подарок жене 8 марту	Mobile	Четверг	not_set	1	22	4.55
www.google.kz/organic	not_set	not_set	Mobile	Среда	not_set	19	177	10.73
www.google.ru/organic	not_set	not_set	Mobile	Пятница	none	167	431	38.75
none	not_set	not_set	Tablet	Суббота	fabrika	20	33	60.61
none	not_set	not_set	not_set	Среда	pomojem	0	23	0
www.yandex.ru/organic	none	not_set	Mobile	Суббота	not_set	23	30	76.67
yandex/cpc	32372867.brendovie_poisk	not_set	Desktop	Среда	not_set	41	28	146.43
none	none	not_set	not_set	Воскресенье	not_set	1688	2912	57.97
www.confael.ru/referral	none	not_set	not_set	not_set	not_set	1458	1099	132.67
www.google.kz/organic	not_set	none	not_set	Четверг	not_set	34	346	9.83
none/direct entry	not_set	not_set	Tablet	Пятница	not_set	15	38	39.47
yandex/cpc	not_set	подарок для жены	Mobile	Четверг	not_set	15	46	32.61
yandex/cpc	not_set	что подарить маме на 8 марта	Desktop	Суббота	not_set	16	39	41.03
tpc.googlesyndication.com/referral	not_set	not_set	Desktop	Суббота	none	10	73	13.7
yandex/cpc	32372867.brendovie_poisk	not_set	Desktop	Пятница	not_set	27	21	128.57
yandex/cpc	32389165.brendovie_set	not_set	not_set	not_set	not_set	41	48	85.42
none	not_set	что подарить свекрови на 8 марта	not_set	not_set	not_set	12	93	12.9
none	not_set	подарки детям на день рождения	not_set	not_set	not_set	13	22	59.09
googleads.g.doubleclick.net/campaigns	not_set	(adwords) povar.ru	not_set	not_set	not_set	7	41	17.07
none	not_set	что подарить девушке недорого	not_set	not_set	not_set	7	22	31.82
googleads.g.doubleclick.net/campaigns	not_set	(adwords) diskontnie-karty-let.ru	not_set	not_set	not_set	13	143	9.09
none	not_set	not_set	not_set	Воскресенье	suvenirov	34	29	117.24
yandex/cpc	not_set	подарок для бабушки	not_set	not_set	not_set	5	76	6.58
none	not_set	наборы на 8 марта	not_set	not_set	not_set	48	81	59.26
none	not_set	(adwords) qstikers.ru	not_set	not_set	not_set	9	33	27.27
yandex/cpc	32559838.bukety_poisk	not_set	not_set	Среда	not_set	35	91	38.46
yandex/cpc	not_set	подарки для женщин	not_set	Четверг	not_set	10	53	18.87
none	not_set	букет из конфет	not_set	Суббота	not_set	14	55	25.45
away.vk.com/referral	not_set	not_set	Mobile	Суббота	not_set	12	39	30.77
yandex.ru/organic	not_set	not_set	Desktop	Четверг	none	41	44	93.18
none	not_set	not_set	Tablet	Вторник	naidete	20	61	32.79
googleads.g.doubleclick.net/campaigns	not_set	not_set	not_set	Воскресенье	none	10	77	12.99
none	not_set	not_set	not_set	Суббота	suvenirov	77	72	106.94
yandex/cpc	not_set	not_set	not_set	Пятница	none	11	26	42.31
none/direct entry	none	not_set	Tablet	Суббота	not_set	36	81	44.44
yandex/cpc	33197318.8_marta_rf_poisk	not_set	Other	Среда	not_set	4	21	19.05
yandex/cpc	not_set	что подарить коллегам на работе 8 марта	not_set	not_set	not_set	51	135	37.78
yandex/cpc	not_set	что можно подарить девушке на 8 марта	not_set	not_set	not_set	17	105	16.19
none	not_set	букет из конфет купить	not_set	not_set	not_set	29	79	36.71
none	32372867.brendovie_poisk	not_set	not_set	not_set	not_set	1000	595	168.07
yandex/cpc	33197703.8_marta_rf_set	not_set	not_set	Суббота	not_set	51	118	43.22
yandex/cpc	32725067.magaziny_mo_poisk	not_set	not_set	Четверг	not_set	20	28	71.43
google/cpc	not_set	not_set	Mobile	Пятница	not_set	2	34	5.88
none	not_set	конфаэль	not_set	Среда	not_set	47	27	174.07
yandex/cpc	not_set	not_set	Other	Суббота	recept	6	24	25
none	32559838.bukety_poisk	not_set	Desktop	Понедельник	not_set	14	23	60.87
none	33197318.8_marta_rf_poisk	not_set	Desktop	Пятница	not_set	10	44	22.73
none	not_set	not_set	not_set	Суббота	karusel	15	36	41.67
none	not_set	букет конфеты 8 марта	not_set	not_set	not_set	37	94	39.36
yandex/cpc	not_set	что подарить любимой девушке на 8 марта	not_set	not_set	not_set	10	27	37.04
none	not_set	что подарить маме на 8 марта	Desktop	Четверг	not_set	21	67	31.34
none	not_set	(adwords) www.davno.ru	Mobile	Четверг	not_set	2	65	3.08
none	not_set	подарки для женщин	Desktop	Понедельник	not_set	35	66	53.03
none	not_set	подарок жене 8 марту	not_set	Среда	not_set	8	27	29.63
yandex/cpc	32589241.magaziny_rf_set	not_set	not_set	Суббота	not_set	24	68	35.29
none	not_set	подарить маме	Desktop	Среда	not_set	7	58	12.07
yandex/cpc	not_set	not_set	Mobile	Суббота	recept	177	598	29.6
yandex/cpc	not_set	not_set	Mobile	Четверг	naidete	267	1445	18.48
none	not_set	что подарить маме на 8 марта	Desktop	Воскресенье	not_set	4	21	19.05
none	not_set	not_set	not_set	Понедельник	banner_8_mar	50	50	100
googleads.g.doubleclick.net/campaigns	not_set	not_set	Tablet	Среда	not_set	16	128	12.5
com.google.android.googlequicksearchbox/organic	not_set	none	not_set	not_set	not_set	362	1355	26.72
